Date,SUNRISE_LST,SUNSET_LST
1/5/2023,7:20:47,16:42:40
1/6/2023,7:20:45,16:43:36
1/7/2023,7:20:41,16:44:32
1/8/2023,7:20:35,16:45:31
1/9/2023,7:20:26,16:46:30
1/10/2023,7:20:15,16:47:31
1/11/2023,7:20:02,16:48:33
1/12/2023,7:19:46,16:49:36
1/13/2023,7:19:29,16:50:40
1/14/2023,7:19:09,16:51:45
1/15/2023,7:18:47,16:52:50
1/16/2023,7:18:22,16:53:57
1/17/2023,7:17:56,16:55:05
1/18/2023,7:17:27,16:56:13
1/19/2023,7:16:56,16:57:22
1/20/2023,7:16:24,16:58:32
1/21/2023,7:15:49,16:59:42
1/22/2023,7:15:12,17:00:53
1/23/2023,7:14:33,17:02:05
1/24/2023,7:13:52,17:03:17
1/25/2023,7:13:09,17:04:29
1/26/2023,7:12:24,17:05:41
1/27/2023,7:11:37,17:06:54
1/28/2023,7:10:48,17:08:08
1/29/2023,7:09:58,17:09:21
1/30/2023,7:09:05,17:10:35
1/31/2023,7:08:11,17:11:49
2/1/2023,7:07:15,17:13:03
2/2/2023,7:06:18,17:14:17
2/3/2023,7:05:18,17:15:31
2/4/2023,7:04:17,17:16:45
2/5/2023,7:03:15,17:17:59
2/6/2023,7:02:10,17:19:13
2/7/2023,7:01:05,17:20:27
2/8/2023,6:59:57,17:21:40
2/9/2023,6:58:49,17:22:54
2/10/2023,6:57:38,17:24:08
2/11/2023,6:56:27,17:25:21
2/12/2023,6:55:14,17:26:34
2/13/2023,6:53:59,17:27:47
2/14/2023,6:52:44,17:29:00
2/15/2023,6:51:27,17:30:13
2/16/2023,6:50:09,17:31:25
2/17/2023,6:48:49,17:32:37
2/18/2023,6:47:29,17:33:49
2/19/2023,6:46:07,17:35:00
2/20/2023,6:44:44,17:36:12
2/21/2023,6:43:21,17:37:23
2/22/2023,6:41:56,17:38:33
2/23/2023,6:40:30,17:39:44
2/24/2023,6:39:03,17:40:54
2/25/2023,6:37:36,17:42:03
2/26/2023,6:36:07,17:43:13
2/27/2023,6:34:38,17:44:22
2/28/2023,6:33:08,17:45:31
3/1/2023,6:31:37,17:46:39
3/2/2023,6:30:05,17:47:48
3/3/2023,6:28:33,17:48:55
3/4/2023,6:27:00,17:50:03
3/5/2023,6:25:26,17:51:10
3/6/2023,6:23:52,17:52:18
3/7/2023,6:22:17,17:53:24
3/8/2023,6:20:42,17:54:31
3/9/2023,6:19:06,17:55:37
3/10/2023,6:17:30,17:56:43
3/11/2023,6:15:53,17:57:49
3/12/2023,6:14:16,17:58:54
3/13/2023,6:12:39,18:00:00
3/14/2023,6:11:01,18:01:05
3/15/2023,6:09:23,18:02:10
3/16/2023,6:07:44,18:03:14
3/17/2023,6:06:06,18:04:19
3/18/2023,6:04:27,18:05:23
3/19/2023,6:02:48,18:06:27
3/20/2023,6:01:09,18:07:31
3/21/2023,5:59:29,18:08:35
3/22/2023,5:57:50,18:09:39
3/23/2023,5:56:11,18:10:42
3/24/2023,5:54:31,18:11:46
3/25/2023,5:52:52,18:12:49
3/26/2023,5:51:12,18:13:52
3/27/2023,5:49:33,18:14:55
3/28/2023,5:47:54,18:15:59
3/29/2023,5:46:14,18:17:02
3/30/2023,5:44:35,18:18:04
3/31/2023,5:42:57,18:19:07
4/1/2023,5:41:18,18:20:10
4/2/2023,5:39:40,18:21:13
4/3/2023,5:38:01,18:22:16
4/4/2023,5:36:24,18:23:19
4/5/2023,5:34:46,18:24:21
4/6/2023,5:33:09,18:25:24
4/7/2023,5:31:32,18:26:27
4/8/2023,5:29:56,18:27:29
4/9/2023,5:28:20,18:28:32
4/10/2023,5:26:45,18:29:35
4/11/2023,5:25:10,18:30:38
4/12/2023,5:23:36,18:31:40
4/13/2023,5:22:02,18:32:43
4/14/2023,5:20:29,18:33:46
4/15/2023,5:18:57,18:34:49
4/16/2023,5:17:25,18:35:52
4/17/2023,5:15:54,18:36:54
4/18/2023,5:14:23,18:37:57
4/19/2023,5:12:54,18:39:00
4/20/2023,5:11:25,18:40:03
4/21/2023,5:09:57,18:41:06
4/22/2023,5:08:30,18:42:09
4/23/2023,5:07:04,18:43:12
4/24/2023,5:05:39,18:44:15
4/25/2023,5:04:14,18:45:18
4/26/2023,5:02:51,18:46:20
4/27/2023,5:01:28,18:47:23
4/28/2023,5:00:07,18:48:26
4/29/2023,4:58:47,18:49:29
4/30/2023,4:57:28,18:50:31
5/1/2023,4:56:10,18:51:34
5/2/2023,4:54:53,18:52:36
5/3/2023,4:53:38,18:53:38
5/4/2023,4:52:23,18:54:40
5/5/2023,4:51:10,18:55:42
5/6/2023,4:49:59,18:56:44
5/7/2023,4:48:48,18:57:45
5/8/2023,4:47:39,18:58:47
5/9/2023,4:46:31,18:59:48
5/10/2023,4:45:25,19:00:48
5/11/2023,4:44:21,19:01:49
5/12/2023,4:43:17,19:02:49
5/13/2023,4:42:16,19:03:48
5/14/2023,4:41:15,19:04:48
5/15/2023,4:40:17,19:05:46
5/16/2023,4:39:20,19:06:45
5/17/2023,4:38:24,19:07:43
5/18/2023,4:37:31,19:08:40
5/19/2023,4:36:39,19:09:37
5/20/2023,4:35:48,19:10:33
5/21/2023,4:35:00,19:11:28
5/22/2023,4:34:13,19:12:23
5/23/2023,4:33:28,19:13:17
5/24/2023,4:32:45,19:14:10
5/25/2023,4:32:03,19:15:03
5/26/2023,4:31:24,19:15:54
5/27/2023,4:30:46,19:16:45
5/28/2023,4:30:10,19:17:35
5/29/2023,4:29:36,19:18:24
5/30/2023,4:29:04,19:19:11
5/31/2023,4:28:34,19:19:58
6/1/2023,4:28:06,19:20:44
6/2/2023,4:27:40,19:21:28
6/3/2023,4:27:15,19:22:12
6/4/2023,4:26:53,19:22:54
6/5/2023,4:26:33,19:23:34
6/6/2023,4:26:15,19:24:14
6/7/2023,4:25:58,19:24:52
6/8/2023,4:25:44,19:25:29
6/9/2023,4:25:32,19:26:04
6/10/2023,4:25:21,19:26:38
6/11/2023,4:25:13,19:27:10
6/12/2023,4:25:07,19:27:41
6/13/2023,4:25:02,19:28:10
6/14/2023,4:25:00,19:28:37
6/15/2023,4:25:00,19:29:03
6/16/2023,4:25:01,19:29:27
6/17/2023,4:25:04,19:29:49
6/18/2023,4:25:10,19:30:10
6/19/2023,4:25:17,19:30:29
6/20/2023,4:25:26,19:30:46
6/21/2023,4:25:37,19:31:01
6/22/2023,4:25:50,19:31:14
6/23/2023,4:26:05,19:31:26
6/24/2023,4:26:21,19:31:35
6/25/2023,4:26:39,19:31:43
6/26/2023,4:26:59,19:31:48
6/27/2023,4:27:21,19:31:52
6/28/2023,4:27:44,19:31:54
6/29/2023,4:28:09,19:31:53
6/30/2023,4:28:35,19:31:51
7/1/2023,4:29:03,19:31:47
7/2/2023,4:29:33,19:31:40
7/3/2023,4:30:04,19:31:32
7/4/2023,4:30:37,19:31:21
7/5/2023,4:31:11,19:31:09
7/6/2023,4:31:46,19:30:54
7/7/2023,4:32:23,19:30:38
7/8/2023,4:33:01,19:30:19
7/9/2023,4:33:40,19:29:59
7/10/2023,4:34:20,19:29:36
7/11/2023,4:35:02,19:29:11
7/12/2023,4:35:45,19:28:45
7/13/2023,4:36:28,19:28:16
7/14/2023,4:37:13,19:27:45
7/15/2023,4:37:59,19:27:13
7/16/2023,4:38:46,19:26:38
7/17/2023,4:39:33,19:26:02
7/18/2023,4:40:22,19:25:24
7/19/2023,4:41:11,19:24:43
7/20/2023,4:42:02,19:24:01
7/21/2023,4:42:52,19:23:17
7/22/2023,4:43:44,19:22:31
7/23/2023,4:44:36,19:21:44
7/24/2023,4:45:29,19:20:54
7/25/2023,4:46:23,19:20:03
7/26/2023,4:47:17,19:19:10
7/27/2023,4:48:11,19:18:16
7/28/2023,4:49:06,19:17:19
7/29/2023,4:50:02,19:16:21
7/30/2023,4:50:58,19:15:22
7/31/2023,4:51:54,19:14:21
8/1/2023,4:52:51,19:13:18
8/2/2023,4:53:48,19:12:14
8/3/2023,4:54:45,19:11:08
8/4/2023,4:55:42,19:10:01
8/5/2023,4:56:40,19:08:52
8/6/2023,4:57:38,19:07:42
8/7/2023,4:58:36,19:06:30
8/8/2023,4:59:35,19:05:17
8/9/2023,5:00:33,19:04:03
8/10/2023,5:01:32,19:02:48
8/11/2023,5:02:30,19:01:31
8/12/2023,5:03:29,19:00:13
8/13/2023,5:04:28,18:58:54
8/14/2023,5:05:27,18:57:34
8/15/2023,5:06:26,18:56:12
8/16/2023,5:07:25,18:54:50
8/17/2023,5:08:24,18:53:26
8/18/2023,5:09:23,18:52:01
8/19/2023,5:10:22,18:50:36
8/20/2023,5:11:21,18:49:09
8/21/2023,5:12:20,18:47:42
8/22/2023,5:13:19,18:46:13
8/23/2023,5:14:18,18:44:44
8/24/2023,5:15:17,18:43:14
8/25/2023,5:16:15,18:41:43
8/26/2023,5:17:14,18:40:11
8/27/2023,5:18:13,18:38:38
8/28/2023,5:19:12,18:37:05
8/29/2023,5:20:10,18:35:31
8/30/2023,5:21:09,18:33:56
8/31/2023,5:22:08,18:32:21
9/1/2023,5:23:06,18:30:45
9/2/2023,5:24:05,18:29:09
9/3/2023,5:25:03,18:27:32
9/4/2023,5:26:01,18:25:55
9/5/2023,5:27:00,18:24:17
9/6/2023,5:27:58,18:22:38
9/7/2023,5:28:56,18:21:00
9/8/2023,5:29:55,18:19:20
9/9/2023,5:30:53,18:17:41
9/10/2023,5:31:51,18:16:01
9/11/2023,5:32:50,18:14:21
9/12/2023,5:33:48,18:12:40
9/13/2023,5:34:46,18:11:00
9/14/2023,5:35:45,18:09:19
9/15/2023,5:36:43,18:07:38
9/16/2023,5:37:42,18:05:57
9/17/2023,5:38:40,18:04:15
9/18/2023,5:39:39,18:02:34
9/19/2023,5:40:37,18:00:52
9/20/2023,5:41:36,17:59:11
9/21/2023,5:42:35,17:57:29
9/22/2023,5:43:34,17:55:48
9/23/2023,5:44:33,17:54:06
9/24/2023,5:45:32,17:52:25
9/25/2023,5:46:32,17:50:43
9/26/2023,5:47:31,17:49:02
9/27/2023,5:48:31,17:47:21
9/28/2023,5:49:31,17:45:40
9/29/2023,5:50:31,17:44:00
9/30/2023,5:51:31,17:42:20
10/1/2023,5:52:31,17:40:40
10/2/2023,5:53:32,17:39:00
10/3/2023,5:54:33,17:37:21
10/4/2023,5:55:34,17:35:42
10/5/2023,5:56:35,17:34:03
10/6/2023,5:57:37,17:32:25
10/7/2023,5:58:39,17:30:47
10/8/2023,5:59:41,17:29:10
10/9/2023,6:00:44,17:27:34
10/10/2023,6:01:46,17:25:58
10/11/2023,6:02:49,17:24:22
10/12/2023,6:03:53,17:22:47
10/13/2023,6:04:56,17:21:13
10/14/2023,6:06:00,17:19:40
10/15/2023,6:07:05,17:18:07
10/16/2023,6:08:09,17:16:36
10/17/2023,6:09:14,17:15:05
10/18/2023,6:10:19,17:13:34
10/19/2023,6:11:25,17:12:05
10/20/2023,6:12:31,17:10:37
10/21/2023,6:13:37,17:09:09
10/22/2023,6:14:44,17:07:43
10/23/2023,6:15:51,17:06:17
10/24/2023,6:16:58,17:04:53
10/25/2023,6:18:06,17:03:30
10/26/2023,6:19:13,17:02:07
10/27/2023,6:20:22,17:00:47
10/28/2023,6:21:30,16:59:27
10/29/2023,6:22:39,16:58:08
10/30/2023,6:23:48,16:56:51
10/31/2023,6:24:57,16:55:35
11/1/2023,6:26:07,16:54:20
11/2/2023,6:27:17,16:53:07
11/3/2023,6:28:27,16:51:55
11/4/2023,6:29:37,16:50:45
11/5/2023,6:30:47,16:49:36
11/6/2023,6:31:58,16:48:29
11/7/2023,6:33:08,16:47:23
11/8/2023,6:34:19,16:46:19
11/9/2023,6:35:30,16:45:16
11/10/2023,6:36:41,16:44:15
11/11/2023,6:37:51,16:43:16
11/12/2023,6:39:02,16:42:19
11/13/2023,6:40:13,16:41:23
11/14/2023,6:41:24,16:40:29
11/15/2023,6:42:34,16:39:37
11/16/2023,6:43:45,16:38:47
11/17/2023,6:44:55,16:37:59
11/18/2023,6:46:05,16:37:13
11/19/2023,6:47:15,16:36:28
11/20/2023,6:48:24,16:35:46
11/21/2023,6:49:33,16:35:06
11/22/2023,6:50:42,16:34:27
11/23/2023,6:51:50,16:33:51
11/24/2023,6:52:57,16:33:17
11/25/2023,6:54:04,16:32:45
11/26/2023,6:55:10,16:32:15
11/27/2023,6:56:16,16:31:48
11/28/2023,6:57:21,16:31:22
11/29/2023,6:58:25,16:30:59
11/30/2023,6:59:28,16:30:38
12/1/2023,7:00:31,16:30:19
12/2/2023,7:01:32,16:30:02
12/3/2023,7:02:33,16:29:48
12/4/2023,7:03:32,16:29:36
12/5/2023,7:04:30,16:29:26
12/6/2023,7:05:27,16:29:19
12/7/2023,7:06:23,16:29:14
12/8/2023,7:07:17,16:29:11
12/9/2023,7:08:10,16:29:10
12/10/2023,7:09:02,16:29:12
12/11/2023,7:09:52,16:29:16
12/12/2023,7:10:41,16:29:23
12/13/2023,7:11:28,16:29:31
12/14/2023,7:12:14,16:29:42
12/15/2023,7:12:58,16:29:55
12/16/2023,7:13:40,16:30:11
12/17/2023,7:14:21,16:30:28
12/18/2023,7:14:59,16:30:48
12/19/2023,7:15:36,16:31:10
12/20/2023,7:16:11,16:31:34
12/21/2023,7:16:44,16:32:01
12/22/2023,7:17:15,16:32:29
12/23/2023,7:17:44,16:32:59
12/24/2023,7:18:11,16:33:32
12/25/2023,7:18:36,16:34:06
12/26/2023,7:18:59,16:34:43
12/27/2023,7:19:19,16:35:21
12/28/2023,7:19:38,16:36:02
12/29/2023,7:19:54,16:36:44
12/30/2023,7:20:09,16:37:28
12/31/2023,7:20:21,16:38:13
1/1/2024,7:20:31,16:39:01
1/2/2024,7:20:38,16:39:50
1/3/2024,7:20:43,16:40:41
1/4/2024,7:20:47,16:41:33
1/5/2024,7:20:47,16:42:27
1/6/2024,7:20:46,16:43:22
1/7/2024,7:20:42,16:44:18
1/8/2024,7:20:36,16:45:16
1/9/2024,7:20:28,16:46:15
1/10/2024,7:20:18,16:47:16
1/11/2024,7:20:05,16:48:17
1/12/2024,7:19:50,16:49:20
1/13/2024,7:19:33,16:50:24
1/14/2024,7:19:14,16:51:29
1/15/2024,7:18:52,16:52:34
1/16/2024,7:18:28,16:53:41
1/17/2024,7:18:02,16:54:48
1/18/2024,7:17:34,16:55:56
1/19/2024,7:17:04,16:57:05
1/20/2024,7:16:32,16:58:15
1/21/2024,7:15:57,16:59:25
1/22/2024,7:15:21,17:00:36
1/23/2024,7:14:42,17:01:47
1/24/2024,7:14:02,17:02:59
1/25/2024,7:13:19,17:04:11
1/26/2024,7:12:35,17:05:24
1/27/2024,7:11:49,17:06:37
1/28/2024,7:11:00,17:07:50
1/29/2024,7:10:10,17:09:03
1/30/2024,7:09:18,17:10:17
1/31/2024,7:08:24,17:11:31
2/1/2024,7:07:29,17:12:44
2/2/2024,7:06:32,17:13:58
2/3/2024,7:05:33,17:15:13
2/4/2024,7:04:32,17:16:27
2/5/2024,7:03:30,17:17:41
2/6/2024,7:02:26,17:18:55
2/7/2024,7:01:21,17:20:09
2/8/2024,7:00:14,17:21:23
2/9/2024,6:59:05,17:22:36
2/10/2024,6:57:55,17:23:50
2/11/2024,6:56:44,17:25:03
2/12/2024,6:55:31,17:26:17
2/13/2024,6:54:17,17:27:30
2/14/2024,6:53:02,17:28:43
2/15/2024,6:51:45,17:29:55
2/16/2024,6:50:27,17:31:08
2/17/2024,6:49:08,17:32:20
2/18/2024,6:47:48,17:33:32
2/19/2024,6:46:27,17:34:43
2/20/2024,6:45:04,17:35:54
2/21/2024,6:43:41,17:37:05
2/22/2024,6:42:16,17:38:16
2/23/2024,6:40:51,17:39:27
2/24/2024,6:39:24,17:40:37
2/25/2024,6:37:57,17:41:47
2/26/2024,6:36:29,17:42:56
2/27/2024,6:35:00,17:44:05
2/28/2024,6:33:30,17:45:14
2/29/2024,6:31:59,17:46:23
3/1/2024,6:30:27,17:47:31
3/2/2024,6:28:55,17:48:39
3/3/2024,6:27:22,17:49:47
3/4/2024,6:25:49,17:50:54
3/5/2024,6:24:15,17:52:01
3/6/2024,6:22:40,17:53:08
3/7/2024,6:21:05,17:54:15
3/8/2024,6:19:29,17:55:21
3/9/2024,6:17:53,17:56:27
3/10/2024,6:16:17,17:57:33
3/11/2024,6:14:40,17:58:39
3/12/2024,6:13:02,17:59:44
3/13/2024,6:11:24,18:00:49
3/14/2024,6:09:46,18:01:54
3/15/2024,6:08:08,18:02:59
3/16/2024,6:06:30,18:04:03
3/17/2024,6:04:51,18:05:08
3/18/2024,6:03:12,18:06:12
3/19/2024,6:01:33,18:07:16
3/20/2024,5:59:53,18:08:20
3/21/2024,5:58:14,18:09:23
3/22/2024,5:56:34,18:10:27
3/23/2024,5:54:55,18:11:30
3/24/2024,5:53:16,18:12:34
3/25/2024,5:51:36,18:13:37
3/26/2024,5:49:57,18:14:40
3/27/2024,5:48:17,18:15:43
3/28/2024,5:46:38,18:16:46
3/29/2024,5:44:59,18:17:49
3/30/2024,5:43:20,18:18:52
3/31/2024,5:41:42,18:19:55
4/1/2024,5:40:03,18:20:58
4/2/2024,5:38:25,18:22:01
4/3/2024,5:36:47,18:23:03
4/4/2024,5:35:10,18:24:06
4/5/2024,5:33:32,18:25:09
4/6/2024,5:31:56,18:26:12
4/7/2024,5:30:19,18:27:14
4/8/2024,5:28:43,18:28:17
4/9/2024,5:27:08,18:29:20
4/10/2024,5:25:33,18:30:23
4/11/2024,5:23:59,18:31:25
4/12/2024,5:22:25,18:32:28
4/13/2024,5:20:51,18:33:31
4/14/2024,5:19:19,18:34:34
4/15/2024,5:17:47,18:35:37
4/16/2024,5:16:16,18:36:39
4/17/2024,5:14:45,18:37:42
4/18/2024,5:13:15,18:38:45
4/19/2024,5:11:46,18:39:48
4/20/2024,5:10:18,18:40:51
4/21/2024,5:08:51,18:41:54
4/22/2024,5:07:24,18:42:57
4/23/2024,5:05:59,18:44:00
4/24/2024,5:04:34,18:45:03
4/25/2024,5:03:11,18:46:05
4/26/2024,5:01:48,18:47:08
4/27/2024,5:00:27,18:48:11
4/28/2024,4:59:06,18:49:14
4/29/2024,4:57:47,18:50:16
4/30/2024,4:56:29,18:51:19
5/1/2024,4:55:12,18:52:21
5/2/2024,4:53:56,18:53:23
5/3/2024,4:52:41,18:54:25
5/4/2024,4:51:28,18:55:27
5/5/2024,4:50:16,18:56:29
5/6/2024,4:49:05,18:57:31
5/7/2024,4:47:56,18:58:32
5/8/2024,4:46:48,18:59:33
5/9/2024,4:45:41,19:00:34
5/10/2024,4:44:36,19:01:34
5/11/2024,4:43:32,19:02:34
5/12/2024,4:42:30,19:03:34
5/13/2024,4:41:30,19:04:33
5/14/2024,4:40:31,19:05:32
5/15/2024,4:39:33,19:06:31
5/16/2024,4:38:38,19:07:29
5/17/2024,4:37:43,19:08:26
5/18/2024,4:36:51,19:09:23
5/19/2024,4:36:00,19:10:19
5/20/2024,4:35:11,19:11:15
5/21/2024,4:34:24,19:12:10
5/22/2024,4:33:38,19:13:04
5/23/2024,4:32:55,19:13:58
5/24/2024,4:32:13,19:14:50
5/25/2024,4:31:33,19:15:42
5/26/2024,4:30:55,19:16:33
5/27/2024,4:30:18,19:17:23
5/28/2024,4:29:44,19:18:12
5/29/2024,4:29:12,19:19:00
5/30/2024,4:28:41,19:19:47
5/31/2024,4:28:12,19:20:33
6/1/2024,4:27:46,19:21:18
6/2/2024,4:27:21,19:22:01
6/3/2024,4:26:58,19:22:44
6/4/2024,4:26:38,19:23:25
6/5/2024,4:26:19,19:24:05
6/6/2024,4:26:02,19:24:43
6/7/2024,4:25:47,19:25:20
6/8/2024,4:25:35,19:25:56
6/9/2024,4:25:24,19:26:30
6/10/2024,4:25:15,19:27:02
6/11/2024,4:25:08,19:27:34
6/12/2024,4:25:03,19:28:03
6/13/2024,4:25:00,19:28:31
6/14/2024,4:24:59,19:28:57
6/15/2024,4:25:01,19:29:22
6/16/2024,4:25:03,19:29:44
6/17/2024,4:25:08,19:30:05
6/18/2024,4:25:15,19:30:25
6/19/2024,4:25:24,19:30:42
6/20/2024,4:25:34,19:30:58
6/21/2024,4:25:47,19:31:12
6/22/2024,4:26:01,19:31:23
6/23/2024,4:26:17,19:31:33
6/24/2024,4:26:35,19:31:41
6/25/2024,4:26:54,19:31:47
6/26/2024,4:27:15,19:31:51
6/27/2024,4:27:38,19:31:54
6/28/2024,4:28:03,19:31:54
6/29/2024,4:28:29,19:31:52
6/30/2024,4:28:57,19:31:48
7/1/2024,4:29:26,19:31:42
7/2/2024,4:29:57,19:31:34
7/3/2024,4:30:29,19:31:24
7/4/2024,4:31:02,19:31:12
7/5/2024,4:31:37,19:30:58
7/6/2024,4:32:14,19:30:42
7/7/2024,4:32:51,19:30:24
7/8/2024,4:33:30,19:30:04
7/9/2024,4:34:11,19:29:42
7/10/2024,4:34:52,19:29:18
7/11/2024,4:35:34,19:28:51
7/12/2024,4:36:18,19:28:23
7/13/2024,4:37:02,19:27:53
7/14/2024,4:37:48,19:27:21
7/15/2024,4:38:35,19:26:47
7/16/2024,4:39:22,19:26:11
7/17/2024,4:40:10,19:25:33
7/18/2024,4:41:00,19:24:53
7/19/2024,4:41:50,19:24:12
7/20/2024,4:42:40,19:23:28
7/21/2024,4:43:32,19:22:43
7/22/2024,4:44:24,19:21:56
7/23/2024,4:45:17,19:21:07
7/24/2024,4:46:10,19:20:16
7/25/2024,4:47:04,19:19:23
7/26/2024,4:47:58,19:18:29
7/27/2024,4:48:53,19:17:33
7/28/2024,4:49:49,19:16:36
7/29/2024,4:50:44,19:15:36
7/30/2024,4:51:41,19:14:36
7/31/2024,4:52:37,19:13:33
8/1/2024,4:53:34,19:12:29
8/2/2024,4:54:31,19:11:24
8/3/2024,4:55:29,19:10:17
8/4/2024,4:56:26,19:09:09
8/5/2024,4:57:24,19:07:59
8/6/2024,4:58:22,19:06:48
8/7/2024,4:59:21,19:05:35
8/8/2024,5:00:19,19:04:21
8/9/2024,5:01:18,19:03:06
8/10/2024,5:02:16,19:01:50
8/11/2024,5:03:15,19:00:32
8/12/2024,5:04:14,18:59:13
8/13/2024,5:05:13,18:57:53
8/14/2024,5:06:12,18:56:32
8/15/2024,5:07:11,18:55:10
8/16/2024,5:08:10,18:53:46
8/17/2024,5:09:09,18:52:22
8/18/2024,5:10:08,18:50:57
8/19/2024,5:11:07,18:49:30
8/20/2024,5:12:06,18:48:03
8/21/2024,5:13:05,18:46:35
8/22/2024,5:14:04,18:45:05
8/23/2024,5:15:03,18:43:35
8/24/2024,5:16:01,18:42:05
8/25/2024,5:17:00,18:40:33
8/26/2024,5:17:59,18:39:01
8/27/2024,5:18:58,18:37:28
8/28/2024,5:19:56,18:35:54
8/29/2024,5:20:55,18:34:19
8/30/2024,5:21:54,18:32:44
8/31/2024,5:22:52,18:31:09
9/1/2024,5:23:51,18:29:32
9/2/2024,5:24:49,18:27:56
9/3/2024,5:25:48,18:26:18
9/4/2024,5:26:46,18:24:40
9/5/2024,5:27:44,18:23:02
9/6/2024,5:28:43,18:21:23
9/7/2024,5:29:41,18:19:44
9/8/2024,5:30:39,18:18:05
9/9/2024,5:31:37,18:16:25
9/10/2024,5:32:36,18:14:45
9/11/2024,5:33:34,18:13:05
9/12/2024,5:34:32,18:11:24
9/13/2024,5:35:31,18:09:43
9/14/2024,5:36:29,18:08:02
9/15/2024,5:37:28,18:06:21
9/16/2024,5:38:26,18:04:40
9/17/2024,5:39:25,18:02:58
9/18/2024,5:40:23,18:01:17
9/19/2024,5:41:22,17:59:35
9/20/2024,5:42:21,17:57:54
9/21/2024,5:43:20,17:56:12
9/22/2024,5:44:19,17:54:31
9/23/2024,5:45:18,17:52:49
9/24/2024,5:46:17,17:51:08
9/25/2024,5:47:17,17:49:27
9/26/2024,5:48:17,17:47:46
9/27/2024,5:49:16,17:46:05
9/28/2024,5:50:16,17:44:24
9/29/2024,5:51:16,17:42:44
9/30/2024,5:52:17,17:41:04
10/1/2024,5:53:17,17:39:24
10/2/2024,5:54:18,17:37:44
10/3/2024,5:55:19,17:36:05
10/4/2024,5:56:21,17:34:27
10/5/2024,5:57:22,17:32:49
10/6/2024,5:58:24,17:31:11
10/7/2024,5:59:26,17:29:34
10/8/2024,6:00:29,17:27:57
10/9/2024,6:01:31,17:26:21
10/10/2024,6:02:34,17:24:45
10/11/2024,6:03:37,17:23:10
10/12/2024,6:04:41,17:21:36
10/13/2024,6:05:45,17:20:02
10/14/2024,6:06:49,17:18:30
10/15/2024,6:07:54,17:16:58
10/16/2024,6:08:59,17:15:26
10/17/2024,6:10:04,17:13:56
10/18/2024,6:11:09,17:12:26
10/19/2024,6:12:15,17:10:58
10/20/2024,6:13:21,17:09:30
10/21/2024,6:14:28,17:08:03
10/22/2024,6:15:35,17:06:38
10/23/2024,6:16:42,17:05:13
10/24/2024,6:17:49,17:03:50
10/25/2024,6:18:57,17:02:27
10/26/2024,6:20:05,17:01:06
10/27/2024,6:21:14,16:59:46
10/28/2024,6:22:22,16:58:27
10/29/2024,6:23:31,16:57:09
10/30/2024,6:24:40,16:55:53
10/31/2024,6:25:50,16:54:38
11/1/2024,6:27:00,16:53:25
11/2/2024,6:28:10,16:52:12
11/3/2024,6:29:20,16:51:02
11/4/2024,6:30:30,16:49:52
11/5/2024,6:31:41,16:48:45
11/6/2024,6:32:51,16:47:39
11/7/2024,6:34:02,16:46:34
11/8/2024,6:35:13,16:45:31
11/9/2024,6:36:23,16:44:30
11/10/2024,6:37:34,16:43:30
11/11/2024,6:38:45,16:42:32
11/12/2024,6:39:56,16:41:36
11/13/2024,6:41:07,16:40:42
11/14/2024,6:42:17,16:39:50
11/15/2024,6:43:28,16:38:59
11/16/2024,6:44:38,16:38:10
11/17/2024,6:45:48,16:37:23
11/18/2024,6:46:58,16:36:39
11/19/2024,6:48:07,16:35:56
11/20/2024,6:49:16,16:35:15
11/21/2024,6:50:25,16:34:36
11/22/2024,6:51:33,16:34:00
11/23/2024,6:52:41,16:33:25
11/24/2024,6:53:48,16:32:52
11/25/2024,6:54:54,16:32:22
11/26/2024,6:56:00,16:31:54
11/27/2024,6:57:05,16:31:28
11/28/2024,6:58:10,16:31:04
11/29/2024,6:59:13,16:30:42
11/30/2024,7:00:16,16:30:23
12/1/2024,7:01:17,16:30:06
12/2/2024,7:02:18,16:29:51
12/3/2024,7:03:18,16:29:39
12/4/2024,7:04:16,16:29:28
12/5/2024,7:05:13,16:29:20
12/6/2024,7:06:09,16:29:15
12/7/2024,7:07:04,16:29:11
12/8/2024,7:07:58,16:29:10
12/9/2024,7:08:50,16:29:11
12/10/2024,7:09:40,16:29:15
12/11/2024,7:10:29,16:29:21
12/12/2024,7:11:17,16:29:29
12/13/2024,7:12:03,16:29:39
12/14/2024,7:12:47,16:29:52
12/15/2024,7:13:30,16:30:06
12/16/2024,7:14:11,16:30:24
12/17/2024,7:14:50,16:30:43
12/18/2024,7:15:27,16:31:04
12/19/2024,7:16:03,16:31:28
12/20/2024,7:16:36,16:31:54
12/21/2024,7:17:07,16:32:22
12/22/2024,7:17:37,16:32:52
12/23/2024,7:18:05,16:33:24
12/24/2024,7:18:30,16:33:58
12/25/2024,7:18:53,16:34:34
12/26/2024,7:19:15,16:35:12
12/27/2024,7:19:34,16:35:52
12/28/2024,7:19:51,16:36:33
12/29/2024,7:20:05,16:37:17
12/30/2024,7:20:18,16:38:02
12/31/2024,7:20:28,16:38:49
1/1/2025,7:20:36,16:39:38
1/2/2025,7:20:42,16:40:28
1/3/2025,7:20:46,16:41:20
1/4/2025,7:20:47,16:42:13
1/5/2025,7:20:46,16:43:08
1/6/2025,7:20:43,16:44:04
1/7/2025,7:20:38,16:45:02
1/8/2025,7:20:30,16:46:01
